"n","x0","eta","c","r","Weight","Power","MCSE"
500,0.75,0.05,1,2,"Localized",0.0422,0.00284320804725929
500,0.75,0.05,1,3,"Uniform",0,0
500,0.75,0.05,1,3,"Central",0.0492,0.00305873699425106
500,0.75,0.05,1,3,"Tail",0.05,0.00308220700148449
500,0.75,0.05,1,3,"Localized",0.036,0.00263453980801202
500,0.75,0.05,1,5,"Uniform",0,0
500,0.75,0.05,1,5,"Central",0.058,0.00330563155841664
500,0.75,0.05,1,5,"Tail",0.047,0.00299302522541993
500,0.75,0.05,1,5,"Localized",0.0402,0.00277791144567281
500,0.75,0.05,1,8,"Uniform",0,0
500,0.75,0.05,1,8,"Central",0.0498,0.00307636018697421
500,0.75,0.05,1,8,"Tail",0.0566,0.00326791799162709
500,0.75,0.05,1,8,"Localized",0.0396,0.00275796446677618
500,0.75,0.05,1.5,1,"Uniform",0,0
500,0.75,0.05,1.5,1,"Central",0.0466,0.00298088711627931
500,0.75,0.05,1.5,1,"Tail",0.0504,0.00309385972532693
500,0.75,0.05,1.5,1,"Localized",0.035,0.00259903828367341
500,0.75,0.05,1.5,2,"Uniform",0,0
500,0.75,0.05,1.5,2,"Central",0.0476,0.00301112072159188
500,0.75,0.05,1.5,2,"Tail",0.0496,0.00307049963361014
500,0.75,0.05,1.5,2,"Localized",0.0354,0.00261330595223751
500,0.75,0.05,1.5,3,"Uniform",0,0
500,0.75,0.05,1.5,3,"Central",0.0512,0.0031170036894428
500,0.75,0.05,1.5,3,"Tail",0.0502,0.00308804015517933
500,0.75,0.05,1.5,3,"Localized",0.0384,0.00271755183943195
500,0.75,0.05,1.5,5,"Uniform",0,0
500,0.75,0.05,1.5,5,"Central",0.052,0.00313993630508646
500,0.75,0.05,1.5,5,"Tail",0.0544,0.0032075111847038
500,0.75,0.05,1.5,5,"Localized",0.0344,0.00257746542168852
500,0.75,0.05,1.5,8,"Uniform",0,0
500,0.75,0.05,1.5,8,"Central",0.0558,0.00324611644892786
500,0.75,0.05,1.5,8,"Tail",0.0578,0.00330027756408457
500,0.75,0.05,1.5,8,"Localized",0.0366,0.00265557677350891
500,0.75,0.05,2,1,"Uniform",0,0
500,0.75,0.05,2,1,"Central",0.0522,0.00314563697841947
500,0.75,0.05,2,1,"Tail",0.0516,0.00312849612433834
500,0.75,0.05,2,1,"Localized",0.0282,0.00234114331043616
500,0.75,0.05,2,2,"Uniform",0,0
500,0.75,0.05,2,2,"Central",0.0544,0.0032075111847038
500,0.75,0.05,2,2,"Tail",0.0514,0.00312275647465504
500,0.75,0.05,2,2,"Localized",0.0324,0.00250400638976821
500,0.75,0.05,2,3,"Uniform",0,0
500,0.75,0.05,2,3,"Central",0.0572,0.00328414859590732
500,0.75,0.05,2,3,"Tail",0.0592,0.0033375248313683
500,0.75,0.05,2,3,"Localized",0.0246,0.00219065469666034
500,0.75,0.05,2,5,"Uniform",0,0
500,0.75,0.05,2,5,"Central",0.0574,0.0032895361375124
500,0.75,0.05,2,5,"Tail",0.047,0.00299302522541993
500,0.75,0.05,2,5,"Localized",0.0274,0.00230864635663412
500,0.75,0.05,2,8,"Uniform",0,0
500,0.75,0.05,2,8,"Central",0.0526,0.00315699984162179
500,0.75,0.05,2,8,"Tail",0.0532,0.00317394895989208
500,0.75,0.05,2,8,"Localized",0.033,0.00252630164469724
500,0.75,0.1,0.5,1,"Uniform",0,0
500,0.75,0.1,0.5,1,"Central",0.0572,0.00328414859590732
500,0.75,0.1,0.5,1,"Tail",0.0512,0.0031170036894428
500,0.75,0.1,0.5,1,"Localized",0.0442,0.00290676314824583
500,0.75,0.1,0.5,2,"Uniform",0,0
500,0.75,0.1,0.5,2,"Central",0.0536,0.00318518570887162
500,0.75,0.1,0.5,2,"Tail",0.045,0.00293172304285381
500,0.75,0.1,0.5,2,"Localized",0.051,0.00311123769583746
500,0.75,0.1,0.5,3,"Uniform",0,0
500,0.75,0.1,0.5,3,"Central",0.0498,0.00307636018697421
500,0.75,0.1,0.5,3,"Tail",0.048,0.00302311098043059
500,0.75,0.1,0.5,3,"Localized",0.0404,0.00278452293939195
500,0.75,0.1,0.5,5,"Uniform",0,0
500,0.75,0.1,0.5,5,"Central",0.052,0.00313993630508646
500,0.75,0.1,0.5,5,"Tail",0.0492,0.00305873699425106
500,0.75,0.1,0.5,5,"Localized",0.0394,0.00275127752144345
500,0.75,0.1,0.5,8,"Uniform",0,0
500,0.75,0.1,0.5,8,"Central",0.054,0.00319637294444813
500,0.75,0.1,0.5,8,"Tail",0.0506,0.00309966578843591
500,0.75,0.1,0.5,8,"Localized",0.0424,0.00284963997726029
500,0.75,0.1,1,1,"Uniform",0,0
500,0.75,0.1,1,1,"Central",0.0548,0.00321860093829602
500,0.75,0.1,1,1,"Tail",0.0512,0.0031170036894428
500,0.75,0.1,1,1,"Localized",0.0394,0.00275127752144345
500,0.75,0.1,1,2,"Uniform",0,0
500,0.75,0.1,1,2,"Central",0.054,0.00319637294444813
500,0.75,0.1,1,2,"Tail",0.0532,0.00317394895989208
500,0.75,0.1,1,2,"Localized",0.0326,0.00251146331846595
500,0.75,0.1,1,3,"Uniform",0,0
500,0.75,0.1,1,3,"Central",0.056,0.00325158422926425
500,0.75,0.1,1,3,"Tail",0.0496,0.00307049963361014
500,0.75,0.1,1,3,"Localized",0.039,0.00273784586856163
500,0.75,0.1,1,5,"Uniform",0,0
500,0.75,0.1,1,5,"Central",0.0588,0.00332693733033852
500,0.75,0.1,1,5,"Tail",0.0546,0.00321306209090332
500,0.75,0.1,1,5,"Localized",0.0416,0.00282380735886852
500,0.75,0.1,1,8,"Uniform",0,0
500,0.75,0.1,1,8,"Central",0.0468,0.00298696367570816
500,0.75,0.1,1,8,"Tail",0.054,0.00319637294444813
500,0.75,0.1,1,8,"Localized",0.0386,0.00272433624943765
500,0.75,0.1,1.5,1,"Uniform",0,0
500,0.75,0.1,1.5,1,"Central",0.0548,0.00321860093829602
500,0.75,0.1,1.5,1,"Tail",0.0554,0.00323514574633045
500,0.75,0.1,1.5,1,"Localized",0.03,0.00241246761636296
500,0.75,0.1,1.5,2,"Uniform",0,0
500,0.75,0.1,1.5,2,"Central",0.0582,0.003310974478911
500,0.75,0.1,1.5,2,"Tail",0.0568,0.00327333957908433
500,0.75,0.1,1.5,2,"Localized",0.0286,0.0023572034277932
500,0.75,0.1,1.5,3,"Uniform",0,0
500,0.75,0.1,1.5,3,"Central",0.0534,0.00317957355631223
500,0.75,0.1,1.5,3,"Tail",0.053,0.00316831185333767
500,0.75,0.1,1.5,3,"Localized",0.032,0.00248901586977665
500,0.75,0.1,1.5,5,"Uniform",0,0
500,0.75,0.1,1.5,5,"Central",0.0538,0.00319078548323136
500,0.75,0.1,1.5,5,"Tail",0.0498,0.00307636018697421
500,0.75,0.1,1.5,5,"Localized",0.0306,0.00243571919563812
500,0.75,0.1,1.5,8,"Uniform",0,0
500,0.75,0.1,1.5,8,"Central",0.0536,0.00318518570887162
500,0.75,0.1,1.5,8,"Tail",0.0518,0.0031342227106573
500,0.75,0.1,1.5,8,"Localized",0.0334,0.00254104073166882
500,0.75,0.1,2,1,"Uniform",0,0
500,0.75,0.1,2,1,"Central",0.0524,0.00315132480077824
500,0.75,0.1,2,1,"Tail",0.058,0.00330563155841664
500,0.75,0.1,2,1,"Localized",0.03,0.00241246761636296
500,0.75,0.1,2,2,"Uniform",0,0
500,0.75,0.1,2,2,"Central",0.0528,0.00316266216975509
500,0.75,0.1,2,2,"Tail",0.0486,0.0030409879973456
500,0.75,0.1,2,2,"Localized",0.023,0.00211995282966391
500,0.75,0.1,2,3,"Uniform",0,0
500,0.75,0.1,2,3,"Central",0.0518,0.0031342227106573
500,0.75,0.1,2,3,"Tail",0.0576,0.00329491244193226
500,0.75,0.1,2,3,"Localized",0.0262,0.00225891832521674
500,0.75,0.1,2,5,"Uniform",0,0
500,0.75,0.1,2,5,"Central",0.0582,0.003310974478911
500,0.75,0.1,2,5,"Tail",0.051,0.00311123769583746
500,0.75,0.1,2,5,"Localized",0.0248,0.00219931625738546
500,0.75,0.1,2,8,"Uniform",0,0
500,0.75,0.1,2,8,"Central",0.052,0.00313993630508646
500,0.75,0.1,2,8,"Tail",0.0566,0.00326791799162709
500,0.75,0.1,2,8,"Localized",0.0366,0.00265557677350891
500,0.75,0.2,0.5,1,"Uniform",0,0
500,0.75,0.2,0.5,1,"Central",0.0562,0.00325704037432759
500,0.75,0.2,0.5,1,"Tail",0.0514,0.00312275647465504
500,0.75,0.2,0.5,1,"Localized",0.04,0.0027712812921102
500,0.75,0.2,0.5,2,"Uniform",0,0
500,0.75,0.2,0.5,2,"Central",0.0504,0.00309385972532693
500,0.75,0.2,0.5,2,"Tail",0.0494,0.0030646252625729
500,0.75,0.2,0.5,2,"Localized",0.0372,0.00267642149146953
500,0.75,0.2,0.5,3,"Uniform",0,0
500,0.75,0.2,0.5,3,"Central",0.0458,0.00295642892693195
500,0.75,0.2,0.5,3,"Tail",0.0512,0.0031170036894428
500,0.75,0.2,0.5,3,"Localized",0.0438,0.00289418589589542
500,0.75,0.2,0.5,5,"Uniform",0,0
500,0.75,0.2,0.5,5,"Central",0.0536,0.00318518570887162
500,0.75,0.2,0.5,5,"Tail",0.0506,0.00309966578843591
500,0.75,0.2,0.5,5,"Localized",0.046,0.00296256645495084
500,0.75,0.2,0.5,8,"Uniform",0,0
500,0.75,0.2,0.5,8,"Central",0.051,0.00311123769583746
500,0.75,0.2,0.5,8,"Tail",0.0546,0.00321306209090332
500,0.75,0.2,0.5,8,"Localized",0.0504,0.00309385972532693
500,0.75,0.2,1,1,"Uniform",0,0
500,0.75,0.2,1,1,"Central",0.0518,0.0031342227106573
500,0.75,0.2,1,1,"Tail",0.0548,0.00321860093829602
500,0.75,0.2,1,1,"Localized",0.0314,0.00246633493264804
500,0.75,0.2,1,2,"Uniform",0,0
500,0.75,0.2,1,2,"Central",0.0532,0.00317394895989208
500,0.75,0.2,1,2,"Tail",0.0538,0.00319078548323136
500,0.75,0.2,1,2,"Localized",0.0364,0.00264858603787002
500,0.75,0.2,1,3,"Uniform",0,0
500,0.75,0.2,1,3,"Central",0.0496,0.00307049963361014
500,0.75,0.2,1,3,"Tail",0.0544,0.0032075111847038
500,0.75,0.2,1,3,"Localized",0.039,0.00273784586856163
500,0.75,0.2,1,5,"Uniform",0,0
500,0.75,0.2,1,5,"Central",0.0554,0.00323514574633045
500,0.75,0.2,1,5,"Tail",0.058,0.00330563155841664
500,0.75,0.2,1,5,"Localized",0.0418,0.00283029185774188
500,0.75,0.2,1,8,"Uniform",0,0
500,0.75,0.2,1,8,"Central",0.0532,0.00317394895989208
500,0.75,0.2,1,8,"Tail",0.0544,0.0032075111847038
500,0.75,0.2,1,8,"Localized",0.0372,0.00267642149146953
500,0.75,0.2,1.5,1,"Uniform",0,0
500,0.75,0.2,1.5,1,"Central",0.053,0.00316831185333767
500,0.75,0.2,1.5,1,"Tail",0.0528,0.00316266216975509
500,0.75,0.2,1.5,1,"Localized",0.0306,0.00243571919563812
500,0.75,0.2,1.5,2,"Uniform",0,0
500,0.75,0.2,1.5,2,"Central",0.0504,0.00309385972532693
500,0.75,0.2,1.5,2,"Tail",0.0522,0.00314563697841947
500,0.75,0.2,1.5,2,"Localized",0.0328,0.00251889499582654
500,0.75,0.2,1.5,3,"Uniform",0,0
500,0.75,0.2,1.5,3,"Central",0.0494,0.0030646252625729
500,0.75,0.2,1.5,3,"Tail",0.0542,0.00320194815698193
500,0.75,0.2,1.5,3,"Localized",0.031,0.00245108139399735
500,0.75,0.2,1.5,5,"Uniform",0,0
500,0.75,0.2,1.5,5,"Central",0.0512,0.0031170036894428
500,0.75,0.2,1.5,5,"Tail",0.0532,0.00317394895989208
500,0.75,0.2,1.5,5,"Localized",0.036,0.00263453980801202
500,0.75,0.2,1.5,8,"Uniform",0,0
500,0.75,0.2,1.5,8,"Central",0.0476,0.00301112072159188
500,0.75,0.2,1.5,8,"Tail",0.0562,0.00325704037432759
500,0.75,0.2,1.5,8,"Localized",0.0346,0.0025846794772273
500,0.75,0.2,2,1,"Uniform",0,0
500,0.75,0.2,2,1,"Central",0.044,0.00290048271844533
500,0.75,0.2,2,1,"Tail",0.057,0.00327874976172321
500,0.75,0.2,2,1,"Localized",0.0266,0.00227562914377541
500,0.75,0.2,2,2,"Uniform",0,0
500,0.75,0.2,2,2,"Central",0.0458,0.00295642892693195
500,0.75,0.2,2,2,"Tail",0.053,0.00316831185333767
500,0.75,0.2,2,2,"Localized",0.0242,0.00217321697030002
500,0.75,0.2,2,3,"Uniform",0,0
500,0.75,0.2,2,3,"Central",0.0426,0.00285605462132642
500,0.75,0.2,2,3,"Tail",0.061,0.00338464178311383
500,0.75,0.2,2,3,"Localized",0.0256,0.00223359083092674
500,0.75,0.2,2,5,"Uniform",0,0
500,0.75,0.2,2,5,"Central",0.0522,0.00314563697841947
500,0.75,0.2,2,5,"Tail",0.0538,0.00319078548323136
500,0.75,0.2,2,5,"Localized",0.026,0.00225051105307217
500,0.75,0.2,2,8,"Uniform",0,0
500,0.75,0.2,2,8,"Central",0.0484,0.00303504332753257
500,0.75,0.2,2,8,"Tail",0.0564,0.00326248494249399
500,0.75,0.2,2,8,"Localized",0.0324,0.00250400638976821
1000,0.25,0.05,0.5,1,"Uniform",0,0
1000,0.25,0.05,0.5,1,"Central",0.0418,0.00283029185774188
1000,0.25,0.05,0.5,1,"Tail",0.0544,0.0032075111847038
1000,0.25,0.05,0.5,1,"Localized",0.0422,0.00284320804725929
1000,0.25,0.05,0.5,2,"Uniform",0,0
1000,0.25,0.05,0.5,2,"Central",0.0522,0.00314563697841947
1000,0.25,0.05,0.5,2,"Tail",0.0534,0.00317957355631223
1000,0.25,0.05,0.5,2,"Localized",0.0384,0.00271755183943195
1000,0.25,0.05,0.5,3,"Uniform",0,0
1000,0.25,0.05,0.5,3,"Central",0.052,0.00313993630508646
1000,0.25,0.05,0.5,3,"Tail",0.054,0.00319637294444813
1000,0.25,0.05,0.5,3,"Localized",0.0476,0.00301112072159188
1000,0.25,0.05,0.5,5,"Uniform",0,0
1000,0.25,0.05,0.5,5,"Central",0.0486,0.0030409879973456
1000,0.25,0.05,0.5,5,"Tail",0.056,0.00325158422926425
1000,0.25,0.05,0.5,5,"Localized",0.0462,0.00296868859936505
1000,0.25,0.05,0.5,8,"Uniform",0,0
1000,0.25,0.05,0.5,8,"Central",0.0498,0.00307636018697421
1000,0.25,0.05,0.5,8,"Tail",0.053,0.00316831185333767
1000,0.25,0.05,0.5,8,"Localized",0.0404,0.00278452293939195
1000,0.25,0.05,1,1,"Uniform",0,0
1000,0.25,0.05,1,1,"Central",0.04,0.0027712812921102
1000,0.25,0.05,1,1,"Tail",0.0536,0.00318518570887162
1000,0.25,0.05,1,1,"Localized",0.0438,0.00289418589589542
1000,0.25,0.05,1,2,"Uniform",0,0
1000,0.25,0.05,1,2,"Central",0.061,0.00338464178311383
1000,0.25,0.05,1,2,"Tail",0.0482,0.00302908435009658
1000,0.25,0.05,1,2,"Localized",0.042,0.00283675871374356
1000,0.25,0.05,1,3,"Uniform",0,0
1000,0.25,0.05,1,3,"Central",0.0512,0.0031170036894428
1000,0.25,0.05,1,3,"Tail",0.0528,0.00316266216975509
1000,0.25,0.05,1,3,"Localized",0.0312,0.00245872161905328
1000,0.25,0.05,1,5,"Uniform",0,0
1000,0.25,0.05,1,5,"Central",0.0396,0.00275796446677618
1000,0.25,0.05,1,5,"Tail",0.0564,0.00326248494249399
1000,0.25,0.05,1,5,"Localized",0.0364,0.00264858603787002
1000,0.25,0.05,1,8,"Uniform",0,0
1000,0.25,0.05,1,8,"Central",0.0494,0.0030646252625729
1000,0.25,0.05,1,8,"Tail",0.0528,0.00316266216975509
1000,0.25,0.05,1,8,"Localized",0.0416,0.00282380735886852
1000,0.25,0.05,1.5,1,"Uniform",0,0
1000,0.25,0.05,1.5,1,"Central",0.039,0.00273784586856163
1000,0.25,0.05,1.5,1,"Tail",0.063,0.00343601513384327
1000,0.25,0.05,1.5,1,"Localized",0.032,0.00248901586977665
1000,0.25,0.05,1.5,2,"Uniform",0,0
1000,0.25,0.05,1.5,2,"Central",0.0516,0.00312849612433834
1000,0.25,0.05,1.5,2,"Tail",0.0486,0.0030409879973456
1000,0.25,0.05,1.5,2,"Localized",0.032,0.00248901586977665
1000,0.25,0.05,1.5,3,"Uniform",0,0
1000,0.25,0.05,1.5,3,"Central",0.0518,0.0031342227106573
1000,0.25,0.05,1.5,3,"Tail",0.0584,0.00331630637909105
1000,0.25,0.05,1.5,3,"Localized",0.036,0.00263453980801202
1000,0.25,0.05,1.5,5,"Uniform",0,0
1000,0.25,0.05,1.5,5,"Central",0.0458,0.00295642892693195
1000,0.25,0.05,1.5,5,"Tail",0.0558,0.00324611644892786
1000,0.25,0.05,1.5,5,"Localized",0.0362,0.00264157377334043
1000,0.25,0.05,1.5,8,"Uniform",0,0
1000,0.25,0.05,1.5,8,"Central",0.0476,0.00301112072159188
1000,0.25,0.05,1.5,8,"Tail",0.0534,0.00317957355631223
1000,0.25,0.05,1.5,8,"Localized",0.0334,0.00254104073166882
1000,0.25,0.05,2,1,"Uniform",0,0
1000,0.25,0.05,2,1,"Central",0.0468,0.00298696367570816
1000,0.25,0.05,2,1,"Tail",0.063,0.00343601513384327
1000,0.25,0.05,2,1,"Localized",0.0302,0.00242024626846112
1000,0.25,0.05,2,2,"Uniform",0,0
1000,0.25,0.05,2,2,"Central",0.0522,0.00314563697841947
1000,0.25,0.05,2,2,"Tail",0.052,0.00313993630508646
1000,0.25,0.05,2,2,"Localized",0.0304,0.00242799670510485
1000,0.25,0.05,2,3,"Uniform",0,0
1000,0.25,0.05,2,3,"Central",0.0488,0.00304691844328003
1000,0.25,0.05,2,3,"Tail",0.0508,0.00310545842026584
1000,0.25,0.05,2,3,"Localized",0.0244,0.00218195508661384
1000,0.25,0.05,2,5,"Uniform",0,0
1000,0.25,0.05,2,5,"Central",0.0452,0.00293792307591605
1000,0.25,0.05,2,5,"Tail",0.056,0.00325158422926425
1000,0.25,0.05,2,5,"Localized",0.0288,0.00236518751899294
1000,0.25,0.05,2,8,"Uniform",0,0
1000,0.25,0.05,2,8,"Central",0.051,0.00311123769583746
1000,0.25,0.05,2,8,"Tail",0.0472,0.00299907185642492
1000,0.25,0.05,2,8,"Localized",0.0286,0.0023572034277932
1000,0.25,0.1,0.5,1,"Uniform",0,0
1000,0.25,0.1,0.5,1,"Central",0.0428,0.00286245209566903
1000,0.25,0.1,0.5,1,"Tail",0.058,0.00330563155841664
1000,0.25,0.1,0.5,1,"Localized",0.0474,0.00300510365877785
1000,0.25,0.1,0.5,2,"Uniform",0,0
1000,0.25,0.1,0.5,2,"Central",0.0498,0.00307636018697421
1000,0.25,0.1,0.5,2,"Tail",0.0468,0.00298696367570816
1000,0.25,0.1,0.5,2,"Localized",0.0352,0.00260618341641566
1000,0.25,0.1,0.5,3,"Uniform",0,0
1000,0.25,0.1,0.5,3,"Central",0.0498,0.00307636018697421
1000,0.25,0.1,0.5,3,"Tail",0.0532,0.00317394895989208
1000,0.25,0.1,0.5,3,"Localized",0.0432,0.00287519599331941
1000,0.25,0.1,0.5,5,"Uniform",0,0
1000,0.25,0.1,0.5,5,"Central",0.047,0.00299302522541993
1000,0.25,0.1,0.5,5,"Tail",0.053,0.00316831185333767
1000,0.25,0.1,0.5,5,"Localized",0.05,0.00308220700148449
1000,0.25,0.1,0.5,8,"Uniform",0,0
1000,0.25,0.1,0.5,8,"Central",0.0492,0.00305873699425106
1000,0.25,0.1,0.5,8,"Tail",0.054,0.00319637294444813
1000,0.25,0.1,0.5,8,"Localized",0.0506,0.00309966578843591
1000,0.25,0.1,1,1,"Uniform",0,0
1000,0.25,0.1,1,1,"Central",0.0422,0.00284320804725929
1000,0.25,0.1,1,1,"Tail",0.0654,0.00349636496950762
1000,0.25,0.1,1,1,"Localized",0.0354,0.00261330595223751
1000,0.25,0.1,1,2,"Uniform",0,0
1000,0.25,0.1,1,2,"Central",0.0574,0.0032895361375124
1000,0.25,0.1,1,2,"Tail",0.0478,0.00301712313305241
1000,0.25,0.1,1,2,"Localized",0.034,0.0025629670306112
1000,0.25,0.1,1,3,"Uniform",0,0
1000,0.25,0.1,1,3,"Central",0.0468,0.00298696367570816
1000,0.25,0.1,1,3,"Tail",0.0552,0.0032296427046966
1000,0.25,0.1,1,3,"Localized",0.034,0.0025629670306112
1000,0.25,0.1,1,5,"Uniform",0,0
1000,0.25,0.1,1,5,"Central",0.0434,0.00288154264240528
1000,0.25,0.1,1,5,"Tail",0.0592,0.0033375248313683
1000,0.25,0.1,1,5,"Localized",0.0412,0.00281078494374792
1000,0.25,0.1,1,8,"Uniform",0,0
1000,0.25,0.1,1,8,"Central",0.0548,0.00321860093829602
1000,0.25,0.1,1,8,"Tail",0.0506,0.00309966578843591
1000,0.25,0.1,1,8,"Localized",0.0426,0.00285605462132642
1000,0.25,0.1,1.5,1,"Uniform",0,0
1000,0.25,0.1,1.5,1,"Central",0.0442,0.00290676314824583
1000,0.25,0.1,1.5,1,"Tail",0.063,0.00343601513384327
1000,0.25,0.1,1.5,1,"Localized",0.0358,0.00262748396760094
1000,0.25,0.1,1.5,2,"Uniform",0,0
1000,0.25,0.1,1.5,2,"Central",0.0556,0.00324063697442339
1000,0.25,0.1,1.5,2,"Tail",0.0472,0.00299907185642492
1000,0.25,0.1,1.5,2,"Localized",0.0298,0.00240466047499434
1000,0.25,0.1,1.5,3,"Uniform",0,0
1000,0.25,0.1,1.5,3,"Central",0.0508,0.00310545842026584
1000,0.25,0.1,1.5,3,"Tail",0.057,0.00327874976172321
1000,0.25,0.1,1.5,3,"Localized",0.03,0.00241246761636296
1000,0.25,0.1,1.5,5,"Uniform",0,0
1000,0.25,0.1,1.5,5,"Central",0.046,0.00296256645495084
1000,0.25,0.1,1.5,5,"Tail",0.0628,0.00343092290790685
1000,0.25,0.1,1.5,5,"Localized",0.0326,0.00251146331846595
1000,0.25,0.1,1.5,8,"Uniform",0,0
1000,0.25,0.1,1.5,8,"Central",0.0486,0.0030409879973456
1000,0.25,0.1,1.5,8,"Tail",0.051,0.00311123769583746
1000,0.25,0.1,1.5,8,"Localized",0.0308,0.00244341400503476
1000,0.25,0.1,2,1,"Uniform",0,0
1000,0.25,0.1,2,1,"Central",0.0428,0.00286245209566903
1000,0.25,0.1,2,1,"Tail",0.0608,0.00337944847571316
1000,0.25,0.1,2,1,"Localized",0.0262,0.00225891832521674
1000,0.25,0.1,2,2,"Uniform",0,0
1000,0.25,0.1,2,2,"Central",0.057,0.00327874976172321
1000,0.25,0.1,2,2,"Tail",0.0558,0.00324611644892786
1000,0.25,0.1,2,2,"Localized",0.0246,0.00219065469666034
1000,0.25,0.1,2,3,"Uniform",0,0
1000,0.25,0.1,2,3,"Central",0.0514,0.00312275647465504
1000,0.25,0.1,2,3,"Tail",0.0506,0.00309966578843591
1000,0.25,0.1,2,3,"Localized",0.026,0.00225051105307217
1000,0.25,0.1,2,5,"Uniform",0,0
1000,0.25,0.1,2,5,"Central",0.0444,0.00291302729132427
1000,0.25,0.1,2,5,"Tail",0.0586,0.00332162731202644
1000,0.25,0.1,2,5,"Localized",0.0288,0.00236518751899294
1000,0.25,0.1,2,8,"Uniform",0,0
1000,0.25,0.1,2,8,"Central",0.0492,0.00305873699425106
1000,0.25,0.1,2,8,"Tail",0.0558,0.00324611644892786
1000,0.25,0.1,2,8,"Localized",0.0322,0.00249652398346181
1000,0.25,0.2,0.5,1,"Uniform",0,0
1000,0.25,0.2,0.5,1,"Central",0.0444,0.00291302729132427
1000,0.25,0.2,0.5,1,"Tail",0.0624,0.00342070869850094
1000,0.25,0.2,0.5,1,"Localized",0.0428,0.00286245209566903
1000,0.25,0.2,0.5,2,"Uniform",0,0
1000,0.25,0.2,0.5,2,"Central",0.0564,0.00326248494249399
1000,0.25,0.2,0.5,2,"Tail",0.0476,0.00301112072159188
1000,0.25,0.2,0.5,2,"Localized",0.0426,0.00285605462132642
1000,0.25,0.2,0.5,3,"Uniform",0,0
1000,0.25,0.2,0.5,3,"Central",0.0452,0.00293792307591605
1000,0.25,0.2,0.5,3,"Tail",0.052,0.00313993630508646
1000,0.25,0.2,0.5,3,"Localized",0.0434,0.00288154264240528
1000,0.25,0.2,0.5,5,"Uniform",0,0
1000,0.25,0.2,0.5,5,"Central",0.0484,0.00303504332753257
1000,0.25,0.2,0.5,5,"Tail",0.062,0.00341045451516363
1000,0.25,0.2,0.5,5,"Localized",0.037,0.00266949433413896
1000,0.25,0.2,0.5,8,"Uniform",0,0
1000,0.25,0.2,0.5,8,"Central",0.0554,0.00323514574633045
1000,0.25,0.2,0.5,8,"Tail",0.0526,0.00315699984162179
1000,0.25,0.2,0.5,8,"Localized",0.0522,0.00314563697841947
1000,0.25,0.2,1,1,"Uniform",0,0
1000,0.25,0.2,1,1,"Central",0.0368,0.00266254614983478
1000,0.25,0.2,1,1,"Tail",0.0606,0.00337424480439698
1000,0.25,0.2,1,1,"Localized",0.034,0.0025629670306112
1000,0.25,0.2,1,2,"Uniform",0,0
1000,0.25,0.2,1,2,"Central",0.048,0.00302311098043059
1000,0.25,0.2,1,2,"Tail",0.0542,0.00320194815698193
1000,0.25,0.2,1,2,"Localized",0.0378,0.00269707841932711
1000,0.25,0.2,1,3,"Uniform",0,0
1000,0.25,0.2,1,3,"Central",0.0498,0.00307636018697421
1000,0.25,0.2,1,3,"Tail",0.0564,0.00326248494249399
1000,0.25,0.2,1,3,"Localized",0.0378,0.00269707841932711
1000,0.25,0.2,1,5,"Uniform",0,0
1000,0.25,0.2,1,5,"Central",0.0404,0.00278452293939195
1000,0.25,0.2,1,5,"Tail",0.056,0.00325158422926425
1000,0.25,0.2,1,5,"Localized",0.0404,0.00278452293939195
1000,0.25,0.2,1,8,"Uniform",0,0
1000,0.25,0.2,1,8,"Central",0.047,0.00299302522541993
1000,0.25,0.2,1,8,"Tail",0.0512,0.0031170036894428
1000,0.25,0.2,1,8,"Localized",0.039,0.00273784586856163
1000,0.25,0.2,1.5,1,"Uniform",0,0
1000,0.25,0.2,1.5,1,"Central",0.0408,0.00279769047608916
1000,0.25,0.2,1.5,1,"Tail",0.0648,0.00348140661227614
1000,0.25,0.2,1.5,1,"Localized",0.03,0.00241246761636296
1000,0.25,0.2,1.5,2,"Uniform",0,0
1000,0.25,0.2,1.5,2,"Central",0.0506,0.00309966578843591
1000,0.25,0.2,1.5,2,"Tail",0.0488,0.00304691844328003
1000,0.25,0.2,1.5,2,"Localized",0.028,0.00233306665142683
1000,0.25,0.2,1.5,3,"Uniform",0,0
1000,0.25,0.2,1.5,3,"Central",0.0438,0.00289418589589542
1000,0.25,0.2,1.5,3,"Tail",0.0516,0.00312849612433834
1000,0.25,0.2,1.5,3,"Localized",0.0354,0.00261330595223751
1000,0.25,0.2,1.5,5,"Uniform",0,0
1000,0.25,0.2,1.5,5,"Central",0.0402,0.00277791144567281
1000,0.25,0.2,1.5,5,"Tail",0.0628,0.00343092290790685
1000,0.25,0.2,1.5,5,"Localized",0.0364,0.00264858603787002
1000,0.25,0.2,1.5,8,"Uniform",0,0
1000,0.25,0.2,1.5,8,"Central",0.0478,0.00301712313305241
1000,0.25,0.2,1.5,8,"Tail",0.0566,0.00326791799162709
1000,0.25,0.2,1.5,8,"Localized",0.0322,0.00249652398346181
1000,0.25,0.2,2,1,"Uniform",0,0
1000,0.25,0.2,2,1,"Central",0.0364,0.00264858603787002
1000,0.25,0.2,2,1,"Tail",0.068,0.00356022471200906
1000,0.25,0.2,2,1,"Localized",0.0266,0.00227562914377541
1000,0.25,0.2,2,2,"Uniform",0,0
1000,0.25,0.2,2,2,"Central",0.0468,0.00298696367570816
